GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36061011300,36,061,011300,1400000US36061011300,126,30,82361,1898,13.4,2001,1857.8588922477838
36005030100,36,005,030100,1400000US36005030100,1308,65,76771,920,17.6,1962,23203.454136986304
36005030701,36,005,030701,1400000US36005030701,5248,43,80846,1542,9.4,1961,34260.29219504203
36005031600,36,005,031600,1400000US36005031600,1956,39,70759,1958,18.4,1952,28594.0990461139
36005033201,36,005,033201,1400000US36005033201,4125,35,43038,1157,24.5,1954,93687.0856571609
36005033400,36,005,033400,1400000US36005033400,1441,35,45739,1208,47.1,1942,1225.8685405514775
36005034400,36,005,034400,1400000US36005034400,2324,34,67813,1967,16.3,1956,38335.490994318905
36005034800,36,005,034800,1400000US36005034800,7306,33,36156,793,20.2,1948,43254.48336335458
36005036300,36,005,036300,1400000US36005036300,7977,27,18499,910,30.8,1971,93288.54536341756
36005036800,36,005,036800,1400000US36005036800,2186,32,43889,1561,18,1956,33396.53021884032
36005037200,36,005,037200,1400000US36005037200,2052,33,46250,1242,24.4,1962,28492.22846727068
36005038301,36,005,038301,1400000US36005038301,4356,31,26295,1148,65.5,NA,119037.18969792248
36005038500,36,005,038500,1400000US36005038500,5025,28,20229,1108,48.7,NA,68789.81844129073
36005038800,36,005,038800,1400000US36005038800,2471,36,51298,1195,42.1,1952,43050.608089654845
36005039000,36,005,039000,1400000US36005039000,3191,33,32364,1384,25,1968,45498.67163603933
36005039100,36,005,039100,1400000US36005039100,6808,29,30661,1101,61.8,NA,85710.5831822402
36005039400,36,005,039400,1400000US36005039400,4961,34,33708,1164,36.2,1952,88479.06946701556
36061021303,36,061,021303,1400000US36061021303,6087,35,37628,1151,49.7,NA,102844.61652271483
36005039700,36,005,039700,1400000US36005039700,4106,20,21228,1022,62.8,NA,20522.733809228823
36005039800,36,005,039800,1400000US36005039800,2769,37,70552,1423,25.5,1952,35529.20576855434
36005040302,36,005,040302,1400000US36005040302,4151,30,25724,1157,62.2,NA,171478.88522393772
36005040303,36,005,040303,1400000US36005040303,4726,30,40731,1160,64.7,NA,139809.0609708738
36005040501,36,005,040501,1400000US36005040501,4416,30,34009,1182,72.7,NA,138032.66965966692
36005041100,36,005,041100,1400000US36005041100,2907,31,41047,1295,48.5,1951,61911.300096208404
36005041900,36,005,041900,1400000US36005041900,6951,34,45127,1172,55.6,NA,55239.87465097298
36005042400,36,005,042400,1400000US36005042400,2686,39,57716,1461,37.8,1949,39732.86290815423
36005043400,36,005,043400,1400000US36005043400,3837,35,43722,1296,70.3,NA,28315.033552534103
36005044800,36,005,044800,1400000US36005044800,2181,41,78456,1975,21.6,1956,33605.79114635698
36005046000,36,005,046000,1400000US36005046000,2849,37,32340,1032,8.5,1959,25637.56514427671
36005051600,36,005,051600,1400000US36005051600,4439,47,76771,1548,52.3,NA,7490.113190583935
36061022301,36,061,022301,1400000US36061022301,7967,30,37500,1052,78.7,NA,110460.34558146507
36061022700,36,061,022700,1400000US36061022700,5319,32,47597,1301,71.1,NA,91412.55430880607
36061023200,36,061,023200,1400000US36061023200,8370,29,28800,789,24,1962,120110.1446095542
36061023801,36,061,023801,1400000US36061023801,9403,37,86712,2054,3.9,1980,69094.85757248195
36061024200,36,061,024200,1400000US36061024200,3972,29,18275,481,16,1977,29616.22399944726
36061024301,36,061,024301,1400000US36061024301,3926,34,38067,1092,53.2,NA,96662.28956024107
36061024500,36,061,024500,1400000US36061024500,16231,34,35394,1033,72,NA,198227.44955910783
36061025100,36,061,025100,1400000US36061025100,2629,32,28688,964,66.6,NA,42711.03393509052
36061025900,36,061,025900,1400000US36061025900,4155,34,54913,1385,15.3,2001,142593.64957797242
36061026100,36,061,026100,1400000US36061026100,13496,33,29702,992,68.8,NA,223748.75528414693
36061026900,36,061,026900,1400000US36061026900,8651,39,32585,1082,79.8,NA,127618.53498889331
36061027100,36,061,027100,1400000US36061027100,9704,34,49750,1277,68.2,NA,130285.48980089057
36061027300,36,061,027300,1400000US36061027300,6935,38,74621,1504,78.6,NA,101508.74718840777
36061028500,36,061,028500,1400000US36061028500,7778,33,36500,1223,82.3,NA,165200.8878319201
36061029300,36,061,029300,1400000US36061029300,9381,31,32509,1138,79.6,NA,154681.02974356362
36061031900,36,061,031900,1400000US36061031900,0,NA,NA,NA,NA,NA,0
36047000501,36,047,000501,1400000US36047000501,4759,32,110700,1908,87.3,NA,147218.8726291147
36047000700,36,047,000700,1400000US36047000700,4029,35,130966,2226,81.9,NA,59029.855025569086
36047002200,36,047,002200,1400000US36047002200,4902,37,36563,1103,51.1,NA,37336.48146427248
36047003300,36,047,003300,1400000US36047003300,3157,33,105642,2137,50.9,1941,49680.962170832776
36047004100,36,047,004100,1400000US36047004100,3540,38,112128,2200,67.4,NA,56589.74632448247
36047004300,36,047,004300,1400000US36047004300,3191,35,112036,2037,51.8,NA,49974.91599748452
36047004700,36,047,004700,1400000US36047004700,1889,36,101150,2047,30.6,1984,17229.494759825327
36047005000,36,047,005000,1400000US36047005000,2510,38,90608,1621,81,NA,29022.777063466554
36047005202,36,047,005202,1400000US36047005202,2436,45,68958,1443,35.2,1950,47340.50233730763
36047005400,36,047,005400,1400000US36047005400,3406,46,59696,1435,47,1942,54485.64978227974
36047005800,36,047,005800,1400000US36047005800,3333,38,50528,1321,52.2,NA,44654.5035279025
36047005900,36,047,005900,1400000US36047005900,1429,36,57143,1766,66.7,NA,10408.256799928007
36047006500,36,047,006500,1400000US36047006500,5412,38,109492,2182,81.5,NA,56070.75162007777
36047006700,36,047,006700,1400000US36047006700,3799,36,145294,2072,87,NA,63016.295708979116
36047007000,36,047,007000,1400000US36047007000,2463,40,42218,974,33.5,1964,42756.20614217349
36047008400,36,047,008400,1400000US36047008400,3860,35,49274,1245,57.9,NA,40987.87946373662
36047010600,36,047,010600,1400000US36047010600,5747,30,37531,1191,71.8,NA,98618.32504704106
36047011600,36,047,011600,1400000US36047011600,4274,34,32267,1114,67.3,NA,69070.22520060399
36047011800,36,047,011800,1400000US36047011800,2128,31,31447,1313,67.9,NA,25139.779705702582
36047012600,36,047,012600,1400000US36047012600,2767,33,37179,1262,66.8,NA,30368.69942326354
36047013800,36,047,013800,1400000US36047013800,3423,38,52645,1372,56.2,NA,54530.59081431181
36047014300,36,047,014300,1400000US36047014300,3610,33,80170,1817,77.3,NA,43045.04228607207
36047015200,36,047,015200,1400000US36047015200,2567,38,70598,1574,32.6,1953,24865.264158635055
36047015900,36,047,015900,1400000US36047015900,5157,37,130806,2041,74.4,NA,53241.63048946254
36047016200,36,047,016200,1400000US36047016200,2560,39,71602,1451,35.6,1947,27873.4509866568
36047016400,36,047,016400,1400000US36047016400,654,21,97760,3004,2.1,1999,2124.397399831689
36047017500,36,047,017500,1400000US36047017500,0,NA,NA,NA,NA,NA,0
36047017800,36,047,017800,1400000US36047017800,3226,31,55745,1386,37.8,1952,50940.74678697719
36047018800,36,047,018800,1400000US36047018800,2879,36,56339,1496,60.6,NA,42557.20438551934
36047019200,36,047,019200,1400000US36047019200,3398,30,38561,1142,72.2,NA,46371.14296854418
36047019900,36,047,019900,1400000US36047019900,2863,36,67656,1490,78.2,NA,39251.38234328848
36047020400,36,047,020400,1400000US36047020400,1947,41,65598,1535,62.9,NA,37408.52542636924
36047021300,36,047,021300,1400000US36047021300,4296,33,38750,1185,53.6,NA,60419.364278112036
36047021500,36,047,021500,1400000US36047021500,5136,36,61723,1347,73.2,NA,87331.62441733741
36047023200,36,047,023200,1400000US36047023200,5753,23,33801,1192,56.2,NA,65823.20286967624
36047024200,36,047,024200,1400000US36047024200,3052,27,38333,1488,45.7,1942,41287.644361801584
36081000800,36,081,000800,1400000US36081000800,3543,34,66056,1600,68.2,NA,48341.23969571814
36081000600,36,081,000600,1400000US36081000600,3807,32,56694,1658,63.6,NA,46013.66545644606
36081002500,36,081,002500,1400000US36081002500,6392,41,16584,420,35.1,1943,78674.33027130549
36081003200,36,081,003200,1400000US36081003200,1613,32,69583,1656,49.7,NA,25793.698871354132
36081003800,36,081,003800,1400000US36081003800,2521,31,53654,1354,38.2,1948,37053.581145652446
36081004700,36,081,004700,1400000US36081004700,4011,33,29538,628,11.4,1956,57955.04528870293
36081005400,36,081,005400,1400000US36081005400,5630,38,58125,1579,51.5,NA,35006.39176841711
36081006100,36,081,006100,1400000US36081006100,5980,35,59397,1542,48.1,1942,79405.12396694215
36081007100,36,081,007100,1400000US36081007100,3825,31,70407,1606,42,1946,50788.24406974301
36081008100,36,081,008100,1400000US36081008100,1213,31,77829,1866,49.5,1949,27971.326192829223
36081008600,36,081,008600,1400000US36081008600,2849,36,73345,1645,57,NA,22206.600433967433
36081010000,36,081,010000,1400000US36081010000,3833,39,66696,1599,52,NA,44447.23824618429
36081010300,36,081,010300,1400000US36081010300,3812,34,60815,1438,50.4,NA,39418.97540564712
36081010500,36,081,010500,1400000US36081010500,4115,37,46292,1491,18,1949,53821.56751051656
36081010701,36,081,010701,1400000US36081010701,0,NA,NA,NA,NA,NA,0
36081010800,36,081,010800,1400000US36081010800,3530,33,44545,1667,49.9,NA,58018.78170591633
36081011200,36,081,011200,1400000US36081011200,2168,39,46484,1494,64.8,NA,29638.610223169984
36081011400,36,081,011400,1400000US36081011400,1050,31,38750,1424,66.9,NA,22822.724640600216
36081011800,36,081,011800,1400000US36081011800,2766,31,53125,1646,56.1,NA,45604.41795681402
36081011900,36,081,011900,1400000US36081011900,1674,33,55819,1510,35.8,1949,38893.383377438884
36081012200,36,081,012200,1400000US36081012200,3632,35,67524,1533,64.3,NA,44755.03207174632
36081013000,36,081,013000,1400000US36081013000,1645,36,67054,1434,83.1,NA,22699.583679645373
36081013700,36,081,013700,1400000US36081013700,1789,34,60208,1791,25.3,1954,23175.206354128633
36081014202,36,081,014202,1400000US36081014202,2749,38,62656,1375,65.3,NA,11518.357719131644
36081014500,36,081,014500,1400000US36081014500,2313,34,53958,1425,52,1941,46898.98809253533
36081015802,36,081,015802,1400000US36081015802,4679,39,65664,1390,56.3,NA,43528.506499524075
36081017200,36,081,017200,1400000US36081017200,2355,39,62404,1395,48.2,1940,31923.448373319934
36081017600,36,081,017600,1400000US36081017600,2498,34,53125,1753,29.1,1949,34081.302738181774
36081018401,36,081,018401,1400000US36081018401,2272,35,59493,1329,22,1961,30914.344518169448
36081018501,36,081,018501,1400000US36081018501,3685,36,65680,1274,62,NA,96872.83835082519
36081019800,36,081,019800,1400000US36081019800,2981,29,40658,1413,29.4,1956,37169.22490479927
36081020400,36,081,020400,1400000US36081020400,2195,33,30417,1359,39,1955,19833.046078061987
36081022900,36,081,022900,1400000US36081022900,0,NA,NA,NA,NA,NA,0
36081023200,36,081,023200,1400000US36081023200,5619,37,65238,1456,24.6,1956,44037.71165915211
36081024300,36,081,024300,1400000US36081024300,6119,38,62071,1595,19.3,1955,29341.609020134227
36081025700,36,081,025700,1400000US36081025700,1327,38,61848,1277,28.9,1947,22823.444759507795
36081026500,36,081,026500,1400000US36081026500,4127,35,49535,1444,17.6,1958,56733.82983376149
36081026700,36,081,026700,1400000US36081026700,6563,33,48732,1410,27.4,1954,81020.45397521449
36081027700,36,081,027700,1400000US36081027700,7638,39,39399,1162,25,1952,113111.68231823068
36081028000,36,081,028000,1400000US36081028000,1775,33,79792,1637,27.1,1949,27794.947339145576
36081028500,36,081,028500,1400000US36081028500,5120,43,61682,1339,60.9,NA,83873.517178566
36081029500,36,081,029500,1400000US36081029500,3722,40,69539,1185,55.1,NA,52686.455205281796
36081030600,36,081,030600,1400000US36081030600,4058,39,66974,1738,26.4,1959,7779.123352236813
36081032800,36,081,032800,1400000US36081032800,2376,40,58125,1713,16.4,1962,16721.495926829666
36081033402,36,081,033402,1400000US36081033402,13061,43,45991,1074,1.6,1964,44642.05974738603
36081034700,36,081,034700,1400000US36081034700,3394,36,47614,1551,14.1,1955,22965.15751413374
36081036300,36,081,036300,1400000US36081036300,2105,32,52841,1456,25.9,1946,40415.16360509422
36081037600,36,081,037600,1400000US36081037600,5979,41,72198,1690,31,1950,20117.541928384817
36081038302,36,081,038302,1400000US36081038302,0,NA,NA,NA,NA,NA,0
36081039400,36,081,039400,1400000US36081039400,3010,40,57391,1600,42.5,1945,22386.27590504332
36081040000,36,081,040000,1400000US36081040000,1476,42,73516,2296,30.9,1957,19474.28840403258
36081040100,36,081,040100,1400000US36081040100,8193,29,47702,1575,34.6,1953,100097.98426340865
36081040300,36,081,040300,1400000US36081040300,7310,29,46188,1651,31.3,1956,94690.57476093307
36081040700,36,081,040700,1400000US36081040700,7632,32,43355,1417,35.1,1949,99071.2176462628
36081041100,36,081,041100,1400000US36081041100,3873,31,47448,1443,34.4,1951,72856.99206135923
36081042400,36,081,042400,1400000US36081042400,2612,39,79375,2669,36.8,1947,13099.414753726964
36081042700,36,081,042700,1400000US36081042700,5242,31,43031,1526,18.6,1958,79602.69410633457
36081043400,36,081,043400,1400000US36081043400,1708,35,88500,2258,40.5,1946,21542.03272429779
36081045200,36,081,045200,1400000US36081045200,1009,58,40313,1183,23.9,1962,12199.188176585643
36081045600,36,081,045600,1400000US36081045600,1400,36,61950,1740,46.5,1944,22350.604073179147
36081045800,36,081,045800,1400000US36081045800,2098,34,54000,1277,37.5,1951,22153.34585230817
36081046800,36,081,046800,1400000US36081046800,3171,44,42089,1364,57.8,NA,35797.07772373032
36081047100,36,081,047100,1400000US36081047100,4218,38,46855,1369,26.4,1957,69100.42179168486
36081048000,36,081,048000,1400000US36081048000,2932,39,60398,1506,60.9,NA,32979.292263996074
36081048300,36,081,048300,1400000US36081048300,4212,37,43019,1470,35.1,1952,49242.69399104435
36081049500,36,081,049500,1400000US36081049500,1283,40,60594,1498,37.9,1950,26954.093898541556
36081050201,36,081,050201,1400000US36081050201,1427,38,74813,1701,47.7,1940,21982.732656071563
36081051100,36,081,051100,1400000US36081051100,1961,41,70337,1386,50.6,NA,18542.599953268982
36081051700,36,081,051700,1400000US36081051700,1777,38,59412,1411,57.8,NA,18106.95878101653
36081052400,36,081,052400,1400000US36081052400,1626,45,75393,2180,48.8,1941,21466.505359846265
36081053500,36,081,053500,1400000US36081053500,1328,30,50750,1447,67.6,NA,6842.65991851286
36081054200,36,081,054200,1400000US36081054200,5482,36,70798,2047,58.7,NA,26206.4989054719
36081054700,36,081,054700,1400000US36081054700,5382,32,53465,1441,45.3,1941,107928.7001927946
36081055800,36,081,055800,1400000US36081055800,1763,48,81600,2047,72.2,NA,23737.51738407153
36081056100,36,081,056100,1400000US36081056100,120,35,112188,2239,32.6,1969,109.48090732898461
36081058100,36,081,058100,1400000US36081058100,2875,35,52560,1327,64.3,NA,52295.61336357954
36081058900,36,081,058900,1400000US36081058900,4165,30,38152,1296,45.9,1942,65269.97930683963
36081059600,36,081,059600,1400000US36081059600,1465,42,74583,1808,41.8,1943,19503.122179388334
36081060000,36,081,060000,1400000US36081060000,1086,44,87708,1905,31.4,1947,15916.561326867251
36081061400,36,081,061400,1400000US36081061400,1321,41,101473,2111,10.3,1947,13273.899515813651
36081061602,36,081,061602,1400000US36081061602,1275,42,89063,2253,12,1954,7819.475076306686
36081062500,36,081,062500,1400000US36081062500,2586,39,62263,1375,60.7,NA,33694.248225416166
36081063200,36,081,063200,1400000US36081063200,2459,41,84167,2342,44.6,1942,21458.878304525086
36081064101,36,081,064101,1400000US36081064101,2038,49,55329,773,12.3,1954,63666.46415863558
36081064600,36,081,064600,1400000US36081064600,3121,42,84393,1582,31,1946,19845.798629047305
36081066300,36,081,066300,1400000US36081066300,2463,47,95854,1575,46.7,1941,12151.6926921912
36081066501,36,081,066501,1400000US36081066501,3400,45,80455,1537,8.8,1960,26964.997397188963
36081066701,36,081,066701,1400000US36081066701,2280,36,52917,1549,19.8,1953,23374.972845448643
36081068000,36,081,068000,1400000US36081068000,5064,39,93333,1963,18.7,1957,17162.001483848428
36081068300,36,081,068300,1400000US36081068300,4499,42,63021,1372,13,1960,47679.153536750535
36081068700,36,081,068700,1400000US36081068700,4703,42,57452,1321,39.7,1943,43737.01005748674
36081069400,36,081,069400,1400000US36081069400,3687,33,80598,1969,4.1,1959,18361.64524186307
36081069701,36,081,069701,1400000US36081069701,3990,33,55023,1418,21.8,1954,78008.7423097537
36081070300,36,081,070300,1400000US36081070300,2007,40,56818,1045,39.1,1950,21564.698652130082
36081071100,36,081,071100,1400000US36081071100,5948,41,59632,1276,20.6,1954,41027.709899756046
36081071303,36,081,071303,1400000US36081071303,5318,40,79447,1543,10.5,1950,97151.49593014234
36081072100,36,081,072100,1400000US36081072100,4751,45,47460,1008,7.8,1952,72243.58432896722
36081072900,36,081,072900,1400000US36081072900,1147,48,86719,1483,56,1941,15334.23270411034
36081074900,36,081,074900,1400000US36081074900,1488,48,151250,2059,78.3,NA,10733.309597281792
36081077300,36,081,077300,1400000US36081077300,2189,38,73566,1249,63.4,NA,20315.63310997241
36081077902,36,081,077902,1400000US36081077902,5382,31,83629,1592,9.4,1948,24931.079200306198
36081079300,36,081,079300,1400000US36081079300,0,NA,NA,NA,NA,NA,0
36081080302,36,081,080302,1400000US36081080302,3538,40,62813,1286,10.9,1953,20872.869449145688
36081081800,36,081,081800,1400000US36081081800,4381,33,54265,1714,26.5,1954,30290.276102509346
36081085700,36,081,085700,1400000US36081085700,5753,43,36236,1277,24.3,1960,112436.52676934222
36081089200,36,081,089200,1400000US36081089200,8047,49,85365,1543,5.2,1963,7250.845118570206
